,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,0.015358901023864746,0.002977365382215227,0.0020705461502075195,0.0005795601035025776,1,0.1,"{'C': 1, 'gamma': 0.1}",0.725,0.675,0.85,0.625,0.75,0.675,0.775,0.725,0.65,0.6,0.705,0.0714142842854285,5,0.8416666666666667,0.8416666666666667,0.8305555555555556,0.8638888888888889,0.8222222222222222,0.8333333333333334,0.8416666666666667,0.8416666666666667,0.8444444444444444,0.8333333333333334,0.8394444444444444,0.010452715401237106
1,0.013022041320800782,0.001362414315311454,0.0018964529037475586,0.0003739445807687219,1,0.5,"{'C': 1, 'gamma': 0.5}",0.55,0.55,0.575,0.425,0.65,0.475,0.55,0.5,0.55,0.475,0.53,0.06000000000000001,41,0.9305555555555556,0.9277777777777778,0.9333333333333333,0.9194444444444444,0.9333333333333333,0.9333333333333333,0.9222222222222223,0.9166666666666666,0.9222222222222223,0.9166666666666666,0.9255555555555555,0.00654990340141757
2,0.011394786834716796,0.0008785220472034075,0.0015140295028686524,0.00021710050854748114,1,0.1,"{'C': 1, 'gamma': 0.1}",0.725,0.675,0.85,0.625,0.75,0.675,0.775,0.725,0.65,0.6,0.705,0.0714142842854285,5,0.8416666666666667,0.8416666666666667,0.8305555555555556,0.8638888888888889,0.8222222222222222,0.8333333333333334,0.8416666666666667,0.8416666666666667,0.8444444444444444,0.8333333333333334,0.8394444444444444,0.010452715401237106
3,0.011644101142883301,0.00032103674670634034,0.0014966249465942383,0.000127943640187176,1,0.25,"{'C': 1, 'gamma': 0.25}",0.725,0.625,0.825,0.625,0.7,0.65,0.7,0.7,0.7,0.6,0.6849999999999999,0.06144102863722252,15,0.8888888888888888,0.875,0.8833333333333333,0.9,0.8888888888888888,0.8861111111111111,0.8944444444444445,0.8916666666666667,0.8777777777777778,0.8944444444444445,0.8880555555555555,0.007354556830485421
4,0.011986041069030761,0.0007232746623698905,0.001515674591064453,0.00011242273093212577,1,0.5,"{'C': 1, 'gamma': 0.5}",0.55,0.55,0.575,0.425,0.65,0.475,0.55,0.5,0.55,0.475,0.53,0.06000000000000001,41,0.9305555555555556,0.9277777777777778,0.9333333333333333,0.9194444444444444,0.9333333333333333,0.9333333333333333,0.9222222222222223,0.9166666666666666,0.9222222222222223,0.9166666666666666,0.9255555555555555,0.00654990340141757
5,0.013066315650939941,0.0009230921588847896,0.0016680717468261718,0.00015872476558391235,1,1,"{'C': 1, 'gamma': 1}",0.55,0.6,0.575,0.5,0.65,0.475,0.5,0.5,0.525,0.525,0.54,0.051478150704935006,34,0.9472222222222222,0.9388888888888889,0.9555555555555556,0.9444444444444444,0.95,0.9444444444444444,0.9527777777777777,0.9416666666666667,0.9361111111111111,0.9472222222222222,0.9458333333333334,0.005726535591135638
6,0.01181044578552246,0.0007873566012566932,0.0012375354766845704,6.843129912749373e-05,5,0.1,"{'C': 5, 'gamma': 0.1}",0.75,0.65,0.8,0.625,0.8,0.6,0.8,0.75,0.675,0.575,0.7025,0.08325412902673358,7,0.8944444444444445,0.8666666666666667,0.8777777777777778,0.8972222222222223,0.8888888888888888,0.8694444444444445,0.8888888888888888,0.8916666666666667,0.875,0.8944444444444445,0.8844444444444444,0.010628403594282777
7,0.014016389846801758,0.0015385452910716025,0.0015020132064819335,0.00019442047512715385,5,0.5,"{'C': 5, 'gamma': 0.5}",0.7,0.6,0.575,0.475,0.65,0.45,0.5,0.525,0.6,0.5,0.5574999999999999,0.07668930825088983,24,0.9555555555555556,0.9444444444444444,0.9527777777777777,0.9472222222222222,0.95,0.9472222222222222,0.9583333333333334,0.95,0.9444444444444444,0.9472222222222222,0.9497222222222221,0.004383259399460993
8,0.013447284698486328,0.0007747823089001073,0.0020030975341796876,0.00027592641049053806,5,0.1,"{'C': 5, 'gamma': 0.1}",0.75,0.65,0.8,0.625,0.8,0.6,0.8,0.75,0.675,0.575,0.7025,0.08325412902673358,7,0.8944444444444445,0.8666666666666667,0.8777777777777778,0.8972222222222223,0.8888888888888888,0.8694444444444445,0.8888888888888888,0.8916666666666667,0.875,0.8944444444444445,0.8844444444444444,0.010628403594282777
9,0.014574241638183594,0.0011584358302620095,0.0016604423522949218,0.00032639472479349246,5,0.25,"{'C': 5, 'gamma': 0.25}",0.675,0.7,0.775,0.6,0.65,0.675,0.675,0.65,0.8,0.6,0.6799999999999999,0.06204836822995429,16,0.9305555555555556,0.925,0.9305555555555556,0.925,0.9333333333333333,0.925,0.9222222222222223,0.9166666666666666,0.9222222222222223,0.925,0.9255555555555557,0.004614791034954491
10,0.012733554840087891,0.0010184462634483988,0.0013766288757324219,7.55936550642605e-05,5,0.5,"{'C': 5, 'gamma': 0.5}",0.7,0.6,0.575,0.475,0.65,0.45,0.5,0.525,0.6,0.5,0.5574999999999999,0.07668930825088983,24,0.9555555555555556,0.9444444444444444,0.9527777777777777,0.9472222222222222,0.95,0.9472222222222222,0.9583333333333334,0.95,0.9444444444444444,0.9472222222222222,0.9497222222222221,0.004383259399460993
11,0.01491844654083252,0.0018643014440785823,0.0017632722854614257,0.0005976326821139702,5,1,"{'C': 5, 'gamma': 1}",0.55,0.575,0.55,0.5,0.65,0.45,0.475,0.5,0.575,0.5,0.5325,0.05595757321399848,39,0.9722222222222222,0.9666666666666667,0.9666666666666667,0.9722222222222222,0.975,0.9722222222222222,0.9777777777777777,0.9722222222222222,0.9722222222222222,0.975,0.9722222222222221,0.0032867109906108863
12,0.013839459419250489,0.000696102347181294,0.0015653371810913086,0.0003113926318959328,7,0.1,"{'C': 7, 'gamma': 0.1}",0.75,0.65,0.8,0.625,0.8,0.6,0.775,0.75,0.675,0.575,0.7,0.08062257748298551,11,0.8944444444444445,0.8861111111111111,0.8861111111111111,0.9055555555555556,0.8944444444444445,0.875,0.8944444444444445,0.8888888888888888,0.8861111111111111,0.9027777777777778,0.891388888888889,0.008466528141182332
13,0.014844560623168945,0.001484629242187295,0.0017744779586791992,0.0004049044562813802,7,0.5,"{'C': 7, 'gamma': 0.5}",0.675,0.6,0.575,0.475,0.65,0.425,0.55,0.525,0.6,0.475,0.5549999999999999,0.07648529270389179,28,0.9638888888888889,0.9583333333333334,0.9611111111111111,0.9611111111111111,0.9638888888888889,0.9583333333333334,0.9666666666666667,0.9611111111111111,0.9611111111111111,0.9527777777777777,0.9608333333333332,0.0036111111111111227
14,0.013059759140014648,0.0009933198854220045,0.001423954963684082,0.00020141914964219053,7,0.1,"{'C': 7, 'gamma': 0.1}",0.75,0.65,0.8,0.625,0.8,0.6,0.775,0.75,0.675,0.575,0.7,0.08062257748298551,11,0.8944444444444445,0.8861111111111111,0.8861111111111111,0.9055555555555556,0.8944444444444445,0.875,0.8944444444444445,0.8888888888888888,0.8861111111111111,0.9027777777777778,0.891388888888889,0.008466528141182332
15,0.013482379913330077,0.00128546947093411,0.001419806480407715,0.00012917370098312127,7,0.25,"{'C': 7, 'gamma': 0.25}",0.675,0.7,0.775,0.625,0.625,0.675,0.65,0.65,0.8,0.6,0.6775,0.06169481339626535,17,0.9388888888888889,0.925,0.9333333333333333,0.9277777777777778,0.9388888888888889,0.9305555555555556,0.9305555555555556,0.9222222222222223,0.925,0.9277777777777778,0.93,0.005386310952684791
16,0.01379857063293457,0.0005924027575360252,0.001666116714477539,0.0002253048457785378,7,0.5,"{'C': 7, 'gamma': 0.5}",0.675,0.6,0.575,0.475,0.65,0.425,0.55,0.525,0.6,0.475,0.5549999999999999,0.07648529270389179,28,0.9638888888888889,0.9583333333333334,0.9611111111111111,0.9611111111111111,0.9638888888888889,0.9583333333333334,0.9666666666666667,0.9611111111111111,0.9611111111111111,0.9527777777777777,0.9608333333333332,0.0036111111111111227
17,0.019293904304504395,0.013222726936490306,0.0017711639404296875,0.0005052382310833367,7,1,"{'C': 7, 'gamma': 1}",0.55,0.575,0.55,0.5,0.65,0.5,0.475,0.5,0.575,0.5,0.5375,0.05031152949374527,36,0.9805555555555555,0.975,0.975,0.975,0.975,0.9722222222222222,0.9833333333333333,0.975,0.9777777777777777,0.9805555555555555,0.9769444444444444,0.003298428357510521
18,0.012386608123779296,0.0006361904002499865,0.0013192176818847656,0.0002835429035287557,10,0.1,"{'C': 10, 'gamma': 0.1}",0.725,0.7,0.825,0.625,0.75,0.675,0.75,0.75,0.7,0.575,0.7075,0.06712860791048776,3,0.9027777777777778,0.8944444444444445,0.9,0.9055555555555556,0.8972222222222223,0.8833333333333333,0.8972222222222223,0.9,0.9027777777777778,0.9111111111111111,0.8994444444444445,0.00700528900717694
19,0.01366112232208252,0.0015660060780027121,0.001574873924255371,0.00013418443546400503,10,0.5,"{'C': 10, 'gamma': 0.5}",0.675,0.6,0.575,0.45,0.65,0.425,0.525,0.525,0.6,0.45,0.5475,0.0825,32,0.9666666666666667,0.9611111111111111,0.9638888888888889,0.9666666666666667,0.9638888888888889,0.9666666666666667,0.9722222222222222,0.9666666666666667,0.9666666666666667,0.9583333333333334,0.9652777777777779,0.003568120160740301
20,0.01387319564819336,0.0015435865230771242,0.0019205570220947265,0.0010722353258817395,10,0.1,"{'C': 10, 'gamma': 0.1}",0.725,0.7,0.825,0.625,0.75,0.675,0.75,0.75,0.7,0.575,0.7075,0.06712860791048776,3,0.9027777777777778,0.8944444444444445,0.9,0.9055555555555556,0.8972222222222223,0.8833333333333333,0.8972222222222223,0.9,0.9027777777777778,0.9111111111111111,0.8994444444444445,0.00700528900717694
21,0.01585533618927002,0.0014733279468562722,0.0019587278366088867,0.0007407116052357098,10,0.25,"{'C': 10, 'gamma': 0.25}",0.625,0.7,0.8,0.6,0.625,0.65,0.6,0.675,0.775,0.6,0.6649999999999999,0.06910137480542629,20,0.9472222222222222,0.9333333333333333,0.9388888888888889,0.9388888888888889,0.9416666666666667,0.9305555555555556,0.9444444444444444,0.9361111111111111,0.9388888888888889,0.9333333333333333,0.9383333333333332,0.004937885787397532
22,0.01542973518371582,0.0007542534744728691,0.0019498825073242187,0.0005880867121212109,10,0.5,"{'C': 10, 'gamma': 0.5}",0.675,0.6,0.575,0.45,0.65,0.425,0.525,0.525,0.6,0.45,0.5475,0.0825,32,0.9666666666666667,0.9611111111111111,0.9638888888888889,0.9666666666666667,0.9638888888888889,0.9666666666666667,0.9722222222222222,0.9666666666666667,0.9666666666666667,0.9583333333333334,0.9652777777777779,0.003568120160740301
