,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,0.01836686134338379,0.012661905190976234,0.0011367082595825195,0.0002830433846624581,1,0.1,"{'C': 1, 'gamma': 0.1}",0.7,0.725,0.775,0.725,0.625,0.625,0.75,0.8,0.6,0.65,0.6975,0.06562202374203345,37,0.725,0.7222222222222222,0.7166666666666667,0.7194444444444444,0.7388888888888889,0.7416666666666667,0.7166666666666667,0.7083333333333334,0.7444444444444445,0.7333333333333333,0.7266666666666668,0.011600340565456169
1,0.01719632148742676,0.012284911951354402,0.0010920047760009765,0.00043208640333300267,1,0.5,"{'C': 1, 'gamma': 0.5}",0.7,0.725,0.775,0.725,0.625,0.625,0.75,0.8,0.6,0.65,0.6975,0.06562202374203345,37,0.725,0.7222222222222222,0.7166666666666667,0.7194444444444444,0.7388888888888889,0.7416666666666667,0.7166666666666667,0.7083333333333334,0.7444444444444445,0.7333333333333333,0.7266666666666668,0.011600340565456169
2,0.015508770942687988,0.012038860272223891,0.0009419202804565429,0.00010245360121207215,1,0.1,"{'C': 1, 'gamma': 0.1}",0.7,0.725,0.775,0.725,0.625,0.625,0.75,0.8,0.6,0.65,0.6975,0.06562202374203345,37,0.725,0.7222222222222222,0.7166666666666667,0.7194444444444444,0.7388888888888889,0.7416666666666667,0.7166666666666667,0.7083333333333334,0.7444444444444445,0.7333333333333333,0.7266666666666668,0.011600340565456169
3,0.026656508445739746,0.029363712479419147,0.001563119888305664,0.0004944559779286432,1,0.25,"{'C': 1, 'gamma': 0.25}",0.7,0.725,0.775,0.725,0.625,0.625,0.75,0.8,0.6,0.65,0.6975,0.06562202374203345,37,0.725,0.7222222222222222,0.7166666666666667,0.7194444444444444,0.7388888888888889,0.7416666666666667,0.7166666666666667,0.7083333333333334,0.7444444444444445,0.7333333333333333,0.7266666666666668,0.011600340565456169
4,0.027086162567138673,0.014733383877151599,0.0018458127975463866,0.0009941464885187368,1,0.5,"{'C': 1, 'gamma': 0.5}",0.7,0.725,0.775,0.725,0.625,0.625,0.75,0.8,0.6,0.65,0.6975,0.06562202374203345,37,0.725,0.7222222222222222,0.7166666666666667,0.7194444444444444,0.7388888888888889,0.7416666666666667,0.7166666666666667,0.7083333333333334,0.7444444444444445,0.7333333333333333,0.7266666666666668,0.011600340565456169
5,0.01885840892791748,0.012674780099961341,0.001360774040222168,0.0009276050717628245,1,1,"{'C': 1, 'gamma': 1}",0.7,0.725,0.775,0.725,0.625,0.625,0.75,0.8,0.6,0.65,0.6975,0.06562202374203345,37,0.725,0.7222222222222222,0.7166666666666667,0.7194444444444444,0.7388888888888889,0.7416666666666667,0.7166666666666667,0.7083333333333334,0.7444444444444445,0.7333333333333333,0.7266666666666668,0.011600340565456169
6,0.05368552207946777,0.0758437054374141,0.0016152620315551757,0.000987266310427861,5,0.1,"{'C': 5, 'gamma': 0.1}",0.7,0.75,0.775,0.725,0.65,0.625,0.775,0.825,0.575,0.675,0.7075,0.07335700375560605,13,0.7416666666666667,0.7333333333333333,0.7277777777777777,0.7388888888888889,0.7444444444444445,0.7472222222222222,0.7333333333333333,0.7305555555555555,0.7527777777777778,0.7472222222222222,0.7397222222222222,0.007861650943380523
7,0.04708387851715088,0.07782805637478238,0.0009683847427368164,0.00010266803708475587,5,0.5,"{'C': 5, 'gamma': 0.5}",0.7,0.75,0.775,0.725,0.65,0.625,0.775,0.825,0.575,0.675,0.7075,0.07335700375560605,13,0.7416666666666667,0.7333333333333333,0.7277777777777777,0.7388888888888889,0.7444444444444445,0.7472222222222222,0.7333333333333333,0.7305555555555555,0.7527777777777778,0.7472222222222222,0.7397222222222222,0.007861650943380523
8,0.04617323875427246,0.07479034636258669,0.0009010791778564453,6.894611868715411e-05,5,0.1,"{'C': 5, 'gamma': 0.1}",0.7,0.75,0.775,0.725,0.65,0.625,0.775,0.825,0.575,0.675,0.7075,0.07335700375560605,13,0.7416666666666667,0.7333333333333333,0.7277777777777777,0.7388888888888889,0.7444444444444445,0.7472222222222222,0.7333333333333333,0.7305555555555555,0.7527777777777778,0.7472222222222222,0.7397222222222222,0.007861650943380523
9,0.045470380783081056,0.07619591510665318,0.0008922576904296875,4.296302795410156e-05,5,0.25,"{'C': 5, 'gamma': 0.25}",0.7,0.75,0.775,0.725,0.65,0.625,0.775,0.825,0.575,0.675,0.7075,0.07335700375560605,13,0.7416666666666667,0.7333333333333333,0.7277777777777777,0.7388888888888889,0.7444444444444445,0.7472222222222222,0.7333333333333333,0.7305555555555555,0.7527777777777778,0.7472222222222222,0.7397222222222222,0.007861650943380523
10,0.045739603042602536,0.07634848203313802,0.0009286403656005859,0.00010001549987285518,5,0.5,"{'C': 5, 'gamma': 0.5}",0.7,0.75,0.775,0.725,0.65,0.625,0.775,0.825,0.575,0.675,0.7075,0.07335700375560605,13,0.7416666666666667,0.7333333333333333,0.7277777777777777,0.7388888888888889,0.7444444444444445,0.7472222222222222,0.7333333333333333,0.7305555555555555,0.7527777777777778,0.7472222222222222,0.7397222222222222,0.007861650943380523
11,0.049680233001708984,0.07900596523824477,0.0010625839233398438,0.00013337058597980974,5,1,"{'C': 5, 'gamma': 1}",0.7,0.75,0.775,0.725,0.65,0.625,0.775,0.825,0.575,0.675,0.7075,0.07335700375560605,13,0.7416666666666667,0.7333333333333333,0.7277777777777777,0.7388888888888889,0.7444444444444445,0.7472222222222222,0.7333333333333333,0.7305555555555555,0.7527777777777778,0.7472222222222222,0.7397222222222222,0.007861650943380523
12,0.06552865505218505,0.10252728749219571,0.000970768928527832,0.00013275920851158154,7,0.1,"{'C': 7, 'gamma': 0.1}",0.7,0.75,0.775,0.725,0.65,0.625,0.775,0.825,0.575,0.675,0.7075,0.07335700375560605,13,0.7416666666666667,0.7333333333333333,0.7305555555555555,0.7388888888888889,0.7444444444444445,0.75,0.7388888888888889,0.7333333333333333,0.7527777777777778,0.7472222222222222,0.7411111111111112,0.0071145824860365135
13,0.06194911003112793,0.10130407907262783,0.0009790897369384766,6.797298219302582e-05,7,0.5,"{'C': 7, 'gamma': 0.5}",0.7,0.75,0.775,0.725,0.65,0.625,0.775,0.825,0.575,0.675,0.7075,0.07335700375560605,13,0.7416666666666667,0.7333333333333333,0.7305555555555555,0.7388888888888889,0.7444444444444445,0.75,0.7388888888888889,0.7333333333333333,0.7527777777777778,0.7472222222222222,0.7411111111111112,0.0071145824860365135
14,0.06161730289459229,0.10141154423644934,0.0008591413497924805,4.160882381296478e-05,7,0.1,"{'C': 7, 'gamma': 0.1}",0.7,0.75,0.775,0.725,0.65,0.625,0.775,0.825,0.575,0.675,0.7075,0.07335700375560605,13,0.7416666666666667,0.7333333333333333,0.7305555555555555,0.7388888888888889,0.7444444444444445,0.75,0.7388888888888889,0.7333333333333333,0.7527777777777778,0.7472222222222222,0.7411111111111112,0.0071145824860365135
15,0.0864175796508789,0.16091853181939658,0.0014137029647827148,0.0010309996962113443,7,0.25,"{'C': 7, 'gamma': 0.25}",0.7,0.75,0.775,0.725,0.65,0.625,0.775,0.825,0.575,0.675,0.7075,0.07335700375560605,13,0.7416666666666667,0.7333333333333333,0.7305555555555555,0.7388888888888889,0.7444444444444445,0.75,0.7388888888888889,0.7333333333333333,0.7527777777777778,0.7472222222222222,0.7411111111111112,0.0071145824860365135
16,0.08891029357910156,0.1421085939991543,0.002043008804321289,0.001686396659023412,7,0.5,"{'C': 7, 'gamma': 0.5}",0.7,0.75,0.775,0.725,0.65,0.625,0.775,0.825,0.575,0.675,0.7075,0.07335700375560605,13,0.7416666666666667,0.7333333333333333,0.7305555555555555,0.7388888888888889,0.7444444444444445,0.75,0.7388888888888889,0.7333333333333333,0.7527777777777778,0.7472222222222222,0.7411111111111112,0.0071145824860365135
17,0.0767805814743042,0.10627461444494506,0.0016669034957885742,0.0007048191656034669,7,1,"{'C': 7, 'gamma': 1}",0.7,0.75,0.775,0.725,0.65,0.625,0.775,0.825,0.575,0.675,0.7075,0.07335700375560605,13,0.7416666666666667,0.7333333333333333,0.7305555555555555,0.7388888888888889,0.7444444444444445,0.75,0.7388888888888889,0.7333333333333333,0.7527777777777778,0.7472222222222222,0.7411111111111112,0.0071145824860365135
18,0.08881163597106934,0.13322732042111107,0.001381087303161621,0.0007719843827203366,10,0.1,"{'C': 10, 'gamma': 0.1}",0.7,0.75,0.775,0.725,0.65,0.625,0.775,0.825,0.575,0.675,0.7075,0.07335700375560605,13,0.7444444444444445,0.7361111111111112,0.7305555555555555,0.7416666666666667,0.7444444444444445,0.7555555555555555,0.7333333333333333,0.7361111111111112,0.7527777777777778,0.7472222222222222,0.7422222222222222,0.007837075544258826
